id,tokens,tags
619,Hier Zugführer kommen,5
620,D2 hat den Kanister aufgenommen und fährt ihn jetzt zu D3 kommen,2
621,Ja das ist verstanden,2
622,bitte melden wenn durchgeführt,1
623,WHS von Zugführer kommen,4
624,hier WHS kommen,5
625,Für sie ist der Erkundungsauftrag beendet kommen,2
626,Haben verstanden ende,2
627,D1 mitgehört sie können wieder die Innenerkundung starten kommen,1
628,Verstanden ende,7
629,WHS von Zugführer kommen,4
630,Hier WHS kommen,5
631,Für sie Erkundungsauftrag Panoramabild der gesammten Lagerhalle kommen,1
632,Soll das Panoramabild über der Lagerhalle gemacht werden kommen,3
633,Ja das ist so korrekt kommen,7
634,haben verstanden ende,2
635,Gruppenführer von Zugführer kommen,4
636,Gruppenführer hört,5
637,Für sie auch Erkundungsauftrag mit dem D5 an der linken Flanke außerhalb der Lagerhalle Erkundung kommen,1
638,Erkundungsauftrag mit dem D5 linke Seite der Lagerhalle kommen,7
639,Ja das ist so korrekt,2
640,Gruppenführer von Zugführer kommen,4
641,Gruppenführer hört,5
642,Wie sieht der Status dafür aus den D3 gleich mit geschlossenem Überfass aus der Lagerhalle zu fahren kommen,3
643,Ja ich melde mich gleich kommen,2
644,Ja das ist verstanden ende,7
645,Zugführer von Gruppenführer kommen,4
646,Hier Zugführer kommen,5
647,Zur Information D5 zur Erkundung vor kommen,2
648,D5 zur Erkundung linker Seite das ist verstanden,2
649,Zugführer von WHS kommen,4
650,Ja genau ende,2
651,Hier Zugführer kommen wer hat gerufen kommen,5
652,Zugführer von WHS kommen,4
653,Ja hier Zugführer kommen,5
654,Panoramabild wurde erstellt kommen,2
655,Ja das ist verstanden,2
656,ist das im Lagebildsystem zu erkennen kommen,3
657,Im Lagebildsystem ist nicht kann es nicht erkannt werden kommen,0
658,Zugführer von Gruppenführer kommen,4
659,Hier Zugführer kommen,5
660,Frage der D3 soll noch nicht zurückgesetzt werden kommen,3
661,Ja das ist korrekt,7
662,wir warten noch auf die Verfrachtung des Behälters und danach wird er verschlossen kommen,2
663,Ja verstanden ende,2
664,D5 von Gruppenführer kommen,4
665,falsches Funkgerät,2
666,Gruppenführer von Zugführer kommen,4
667,Gruppenführer hört,5
668,Zugführer von D2 kommen,4
669,Bitte ich sehe das bild vom D5 im Lagebildsystem bitte einmal die Gasse komplett durch,1
670,Zugführer von D2 kommen,4
671,Ja verstanden,7
672,Hier Zugführer kommen,5
673,D2 hat das Fass in das Überfass abgelegt,2
674,soll das Überfass auch abgedichtet werden kommen,3
675,Behältniss wurde ins Überfass verfrachtet,2
676,positiv  das Fass soll geschlossen werden kommen,7
677,Verstanden ende,2
678,D1 von Zugführer kommen,4
679,Hier D1 kommen,5
680,Ja für sie Unterstützung durch Bildübertragung des D2 bei der Fassversiegelung kommen,1
681,So verstanden ende,7
682,Zugführer von WHS kommen,4
683,Hier Zugführer kommen,5
684,Die Drohne muss jetzt landen,2
685,weil der Akku leer ist kommen,2
686,Schon wieder dann schicken wir doch wieder WHS ins Rennen kommen,2
687,WHS mitgehört kommen,2
688,WHS muss landen kommen,2
689,Ja das ist verstanden,2
690,Zugführer von WHS kommen,4
691,Ja hier Zugführer kommen,5
692,Unsere Drohne ist wieder einsatzbereit kommen,2
693,Ja das ist verstanden,2
694,für sie noch kein Einsatz der D1 ist noch im Flug im inneren kommen,2
695,Haben verstanden kommen,2
696,Gruppenführer von Zugführer kommen,4
697,Gruppenführer hört,5
698,Ja Frage status Erkundungsergebnisse vom D5 kommen,3
699,Ja bleiben sie kurz dran,6
700,Zugführer von Gruppenführer,4
701,Hier Zugführer hört,5
702,Ja noch keine Auffälligkeiten bei Erkundung durch D5,2
703,Das ist verstanden,2
704,dann für sie neuer Erkundungssauftrag in die Halle einfahren und den D2 durch eine Bildübertragung unterstützen kommen,1
705,Ja den D2 duch eine Bildübertragung unterstützen kommen,7
706,Ja das ist so korrekt,2
707,für sie noch zur Information der Kanister wurde geborgen das Fass wird nun versiegelt kommen,2
708,Der Gefahrgutbehälter wurde geborgen das Überfass wird verschlossen habe verstanden kommen,2
709,Ja so korrekt ende,2
710,D1 von Zugführer kommen,4
711,D1 hört,5
712,Frage wolltet ihr nicht landen kommen,3
713,Wir haben noch 4 Minuten mindestens,2
714,Ja perfekt für sie zur Information der D5 kommt jetzt auch zur Unterstützung mit Bildübertragung in die Halle kommen,2
715,Alles klar ende,2
716,D2 für Zugführer kommen,4
717,D2 für Zugführer kommen,4
718,D2 hört kommen,5
719,Ja für sie zur Information der D5 kommt auch noch zur Unterstützung mittels Bildübertragung in die Halle kommen,2
720,Verstanden ende,2
721,Zugführer von Gruppenführer kommen,4
722,Zugführer kommen,5
723,Ja zur Information der D5 fährt jetzt in die Halle ein um D2 zu unterstützen kommen,2
724,Ja soweit verstanden,2
725,Zugführer von D2 kommen,4
726,Hier Zugführer kommen,5
727,Zugführer von Gruppenführer kommen,4
728,Gruppenführer warten sie kurz ende,6
729,Das Überfass wurde verschlossen kommen,2
730,Ja hier Zugführer das Überfass wurde versiegelt ist das korrekt kommen,3
731,Das ist korrekt kommen,7
732,Alles klar für sie Rückkehr an den Gefahrenbereich vor die Halle kommen,1
733,Verstanden kommen,7
734,So korrekt ende,2
735,Gruppenführer von Zugführer kommen,4
736,Gruppenführer hört,5
737,Sie hatten vorhin Sprechwunsch kommen,3
738,Der D5 hat den Zielort erreicht,2
739,frage ausreichend Bildmaterial zur Unterstützung erhalten kommen,3
740,Zugführer von D1 kommen,4
741,Das Bild ist super,2
742,für sie zur Information das Überfass wurde versiegelt und der D2 fährt jetzt an der Gefahrenbereich heran kommen,2
743,Ja verstanden,2
744,D2 von Zugführer kommen,4
745,D2 hört kommen,5
746,Sofortiger Stop des Roboters,1
747,Kontaminationsverschleppung,2
748,bitte verweilen sie am Gefahrenbereich kommen,1
749,Verstanden kommen,7
750,Schön wieder zurück,1
751,das zeug wollen wir hier nicht draußen haben,2
752,Verstanden kommen,7
753,Zugführer von D1 bitte kommen,4
754,Hier Zugführer kommen,5
755,D1 muss landen bitte kommen,2
756,Zugführer von Gruppenführer kommen,4
757,Ja das ist verstanden,2
758,auch für sie zur Information der D2 hat seinen Auftrag erledigt,2
759,für sie auch bitte die Drohne in der Nähe des Gefahrenbereiches an der Grenze absetzen kommen,1
760,verstanden ende,7
761,hier Zugführer kommen,5
762,Ja frage Einsatzbefehl für den D2,3
763,der D2 steht zum Abstransport mit Behälter bereit,2
764,Korrektur der D3 Fragezeichen kommen,3
765,Ja das ist korrekt der D3 kommen,7
766,Dann Auftag für den D3 das Fass an die Gefahrengrenze bringen,1
767,Ja das Überfass mit dem D3 an die Gefahrengrenze bringen verstanden,7
768,D2 von Zugführer kommen,4
769,D2 kommen,5
770,Für sie ist der einsatz hier beendet,1
771,der roboter wird an den Dekontaminationstrupp übergeben kommen,2
772,Verstanden kommen,7
773,Zugführer von Gruppenführer kommen,4
774,Zugführer hört,5
775,Ja der D3 ist jetzt mit Überfass an der Gefahrengrenze kommen,2
776,Verstanden,2
777,für sie hier auch Einsatzende,1
778,Ja verstanden ende,7
779,Operator Boden 2 hörst du mich?,4
780,hier spricht der Roboter-Operator 2 ich höre Sie klar und deutlich,5
781,Operator Boden 1 für Teamleader kommen,4
782,ich kann dich klar und deutlich verstehen,5
783,großartig,2
784,Mission Commander für Teamleader,4
785,Mission Commander hört,5
786,wir sind soweit Kommunikation klappt,2
787,ja verstanden,2
788,dann warten wir auf das Startsignal das wird ein Martinhorn sein,2
789,UAV auf Position?,3
790,Teamleader hört,5
791,auf dem Gelände hat es eine Explosion gegeben in nem unklaren Raum,2
792,wir haben im Moment Feuer drei gemeldet,2
793,bitte bringen Sie Ihre Gerätschaften in Stellung in sicherem Bereich innerhalb der großen Halle,1
794,so ihr Einsatzauftrag postieren Sie sich innerhalb der großen Halle im sicheren Bereich,1
795,und melden Sie mir wenn Sie einsatzbereit sind,1
796,hier Teamleader verstanden,7
797,Team auf Position gehen,1
798,Boden 1 nach rechts,1
799,ja ich versuche das rauszufinden,7
800,Teamleader für Mission Commander,4
801,hier Teamleader,5
802,wenn Sie einsatzbereit sind lautet der Einsatzauftrag bitte geben Sie mir einen Gesamtüberblick aus der Luft,1
803,suchen Sie nach möglichen Rauchentwicklungen,1
804,konzentrieren Sie sich besonders auf den Bereich zwischen den beiden Hochöfen beziehungsweise am linken Hochofen,1
805,ja Einsatzauftrag verstanden,7
806,Operator Boden 1 fahren Sie nach links,1
807,Operator Boden 1 hat gehört,2
808,ich fahre nach links,7
809,sehe dort schon Rauch- entwicklung,2
810,da ein Foto machen,1
811,Operator Boden 2 ein Foto senden,1
812,hier ist Operator Boden 2,4
813,wir können momentan keine Fotos machen,0
814,hier Teamleader verstanden,2
815,UAV?,4
816,bitte eine Gesamtübersicht von dem zentralen Gebäude,1
817,Teamleader von Mission Commander,4
818,Teamleader hört,5
819,zu Ihrer Information es werden zwei vermisste Personen gemeldet,2
820,zwei vermisste Personen verstanden,2
821,Operator Boden 1,4
822,das Bild ist noch nicht angekommen,2
823,Teamleader hast du jetzt ein Bild?,3
824,negativ,0
825,ja es klappt irgendwie nicht,2
826,Teamleader von Mission Commander kommen,4
827,Teamleader hört,5
828,ich hab auf meinem Bildschirm ein Bild der UAV,2
829,können Sie das Bild interpretieren?,3
830,das Bild habe ich auch ich versuch's gerade größer zu machen,2
831,Teamleader von Mission Commander kommen,4
832,Teamleader hört,5
833,einer der Arbeiter hat zuletzt auf einem höheren Level der Anlage gearbeitet im Bereich des linken Hochofens ungefähr in 50 Meter Höhe,2
834,hier Teamleader verstanden,2
835,UAV-Operator für Teamleader kommen,4
836,UAV-Operator ja?,5
837,fliegen Sie mit der Drohne über den linken Hochofen oberste Höhe,1
838,und dann ein Foto senden,1
839,okay,7
840,Operator Boden 2,4
841,können Sie ein Bild senden?,3
842,hier Operator Boden 2,5
843,momentan kann ich keine Bilder senden,0
844,Teamleader von Mission Commander,4
845,hier Teamleader,5
846,auf einem der Fotos sind Rauchentwicklungen zu erkennen,2
847,wie ist der Status Ihrer Bodenroboter beziehungsweise der Standort?,3
848,ist es möglich die Quelle der Rauchentwicklung mit dem Bodenroboter zu finden?,3
849,Teamleader zu Bodenoperator 1 kommen,4
850,Bodenoperator 1 sprechen,5
851,Leckage entdeckt über Bodenroboter,2
852,sehr gut,2
853,einmal ein Foto machen,1
854,ich versuch' das mal,7
855,UAV Operator,4
856,wir haben uns den Hochofen jetzt von oben angeguckt es ist nirgendwo ein Opfer zu sehen,2
857,ist von oben Verrauchung zu sehen?,3
858,ja,7
859,dann bitte einmal ein Foto davon und wieder landen,1
860,okay,7
861,Mission Commander für Teamleader,4
862,Mission Commander hört,5
863,der Operator Boden 1 hat eine Leckage entdeckt,2
864,das ist auf der ersten Etage und man könnte von hier unten einen Löscheingriff aufbauen und das Ganze eingrenzen,2
865,ja,2
866,dann überstelle ich Ihnen einen Trupp der sich auf der entgegengesetzten Seite auf der Brücke bereitet,2
867,bitte über Kanal 53WU ansprechen,1
868,ja verstanden,7
869,Teamleader von Bodenoperator 1,4
870,hier Teamleader,5
871,'s ist technisch nicht möglich Bilder zu senden,2
872,ja verstanden,2
873,Teamleader von Mission Commander kommen,4
874,Mission Commander für Teamleader,4
875,Mission Commander hört,5
876,Sie hatten was?,3
877,ja,7
878,gibt es eine Information über die Substanz die dort austritt?,3
879,ja von Operator Boden 1,7
880,Operator Boden 1 für Teamleader kommen,4
881,Operator Boden 1 hört,5
882,was hatten Sie?,3
883,die ausströmende Flüssigkeit ist ein dichter weißlicher Nebel Flüssigkeit unbekannt,2
884,alles klar,2
885,ist es möglich ein Foto von dem Fass zu machen was daneben steht?,3
886,weiterhin technisch nicht möglich Fotos zu senden,0
887,gut,2
888,Mission Commander für Teamleader kommen,4
889,Mission Commander hört,5
890,ein Trupp ist in der Nähe dort wo auch der Operator Boden 1 seinen Roboter hat und hat dort ein Fass entdeckt in Grün und ein weiteres Fass mit einer Plakette drauf - ätzend - in Gelb und braucht weitere Unterstützung,2
891,ich fordere weitere Kräfte an,2
892,okay dann ändern wir Einsatzstichwort auf technische Hilfe ABC,2
893,versuchen Sie mit hilfe der Bodenroboter die Substanzen herauszufinden,1
894,oder ob es möglich ist die Leckage abzudichten,1
895,ja verstanden,7
896,Mission Commander für Teamleader,4
897,Mission Commander hört,5
898,draußen steht ein Löschzug mit Blaulicht,2
899,soll ich die mal ansprechen? nicht dass sie wegen dem Rauch hier stehen,3
900,ja auf jeden Fall mach das mal,7
901,alles klar,2
902,es kommt jetzt hier ein Gruppenführer,2
903,Übungende,1
904,für alle: Übungende,1
905,okay,7
906,okay,7
907,Bodenoperator für Teamleader kommen,4
908,Bodenoperator 1 für Teamleader,4
909,Bodenoperator 1 hört,5
910,wir können jetzt gleich starten die Drohne ist bereit,2
911,Bodenoperator 2 für Teamleader kommen,4
912,Bodenoperator 2 für Teamleader kommen,4
913,hier Bodenoperator 2,5
914,Verständigung einwandfrei,3
915,ja ich verstehe Sie,7
916,gut,2
917,Drohnenoperator für Teamleader kommen,4
918,Drohnenoperator für Teamleader kommen,4
919,Drohnenoperator für Team-Operator kommen,4
920,hier Robot-Operator 2,4
921,Verständigung war einwandfrei?,3
922,ja ich verstehe Sie einwandfrei,7
923,UAV-Operator,5
924,wir sind einsatzbereit,2
925,UAV operator für team leader,4
926,sollen wir starten mit der UAV und einen Überblick verschaffen?,3
927,ja,7
928,Drohnenoperator starten Sie und machen Sie sich einen Überblick über die Lage,1
929,über- machen,6
930,wir vermissen Personen und eine unklare Sache in der ganzen Area,2
931,okay,7
932,Bodenoperator für Teamleader kommen,4
933,hier Bodenoperator 2,5
934,starten Sie Ihre Roboter zur Erkundung der Area,1
935,ist eine unklare Sache wir wissen noch nicht genau was da passiert ist,2
936,Personen sind vermisst,2
937,starten die Suche mit Roboter 2 jetzt,7
938,Bodenoperator 1 für Teamleader kommen,4
939,Bodenoperator 1 hat mitgehört und startet ebenfalls,5
940,UAV-Operator an Teamleader,4
941,ich habe ein Bild veröffentlicht,2
942,was zeigte dass keine Rauchentwicklung gibt über der Anlage,2
943,ja Teamleader hat mitgehört,2
944,aber so leichte Rauchentwicklung ist jetzt zu sehen,2
945,mehr Richtung Hochofen einmal schauen,1
946,okay,7
947,Teamleader von Bodenoperator 1,4
948,Teamleader hört,5
949,ich bin am Ende der ersten Rampe hab in beiden Richtungen geguckt,2
950,in keiner Richtung was Auffälliges,2
951,soll ich rechts oder links rum?,3
952,Position beibehalten,2
953,wir versuchen weitere Informationen zu bekommen,2
954,Drohnenoperator für Teamleader kommen,4
955,hier Drohnenoperator,5
956,ist bei euch was zu sehen?,3
957,wir mussten gerade die Applikation nochmal neu starten,2
958,ich hab Bilder freigegeben wir versuchen sie gerade sichtbar zu machen,2
959,auf meinem Tablet ist nix zu sehen,2
960,okay,2
961,ein paar Sekunden noch,2
962,Bodenoperator 1 für Teamleader kommen,4
963,hier Bodenoperator 1,5
964,da ich eine leichte Rauchentwicklung auf der linken Seite sehe bitte den Weg zur linken Seite fortsetzen,1
965,nach links verstanden,7
966,Bodenoperator 1 für Teamleader kommen,4
967,hier Bodenoperator 1,5
968,fährst du die falsche Richtung?,3
969,Teamleader für Bodenoperator 1,4
970,Teamleader hört,5
971,voraus ist 'ne Treppe und da drüber relativ dichter Rauch zu sehen,2
972,soll ich ein Foto machen?,2
973,ja wenn's geht,7
974,näher ranfahren zum Lokalisieren wo dieser Rauch entsteht und Foto machen und mir senden,1
975,aber ich kann immer noch nichts empfangen,2
976,Teamleader für UAV bereit da?,4
977,Teamleader hört,5
978,die Bilder habe ich jetzt bekommen,2
979,alles klar,2
980,man kann von oben sehen dass der Rauch aus dem Gebäude austritt,2
981,das habe ich auch gesehen,2
982,ich schick da erst mal ein Trupp ein,2
983,Teamleader für Robot-Operator 2,4
984,ja Teamleader hört,5
985,wir haben leider Probleme mit dem Joystick und sitzen noch an der Startposition fest,2
986,wir versuchen das jetzt zu beheben,2
987,wenn ihr ja weiter einsatzbereit seid dann bitte melden,1
988,machen wir,7
989,Teamleader für Bodenoperator 1,4
990,Teamleader für Bodenoperator 1,4
991,Teamleader hört,5
992,vor mir ist ein grünes Fass und da obendrauf steht noch ein gelbes und ich habe Personen in dem Rauch gesehen,2
993,der Rauch kommt von rechts,2
994,verstanden,2
995,ich versuche von dem Fass ein gutes Foto zu machen,2
996,okay,7
997,Teamleader für Bodenroboter 1,4
998,Teamleader hört,5
999,Bodenoperator 1 hat die Leckage gefunden an einem Stromerzeuger,2
1000,Foto wurde gesendet,2
1001,hast du denn es empfangen?,3
1002,Teamleader für Bodenoperator 1,4
1003,Teamleader hört,5
1004,eine Person gesichtet,2
1005,ist in der Nähe von dem Fass und von der Leckage wo der Rauch austritt,2
1006,Foto habe ich dir geschickt,2
1007,versta- Mission,6
1008,Mission Operator für Teamleader kommen,4
1009,Teamleader für UAV-Operator,4
1010,Teamleader für UAV-Operator,4
1011,Teamleiter kann hören,5
1012,wir haben ein Opfer gefunden liegt auf liegt auf der hinteren Seite des Hochofens angelehnt scheint bewusstlos zu sein,2
1013,ja ich schick mal ein Trupp hin,2
1014,da ist keine Rauchentwicklung,2
1015,okay ich schick ein Trupp hin,2
1016,Teamleader für Bodenoperator 1,4
1017,hab Sie nicht verstanden,2
1018,ich kann nur noch kommunizieren ich kann keine Bilder empfangen oder auch senden,2
1019,kommen,4
1020,Teamleader für Bodenoperator 2 kommen,4
1021,Teamleader hört,5
1022,wir haben das Problem behoben mit der Fernsteuerung und machen uns auf auf den Weg hinein,2
1023,wie gesagt ich kann keine Bilder empfangen,2
1024,Teamleader für Bodenoperator 1,4
1025,Teamleader hört,5
1026,eine Person gesichtet ist auf der Ebene auf der auch die Leckage ist hinter dem ersten Hochofen,2
1027,halb liegend,2
1028,verstanden,2
1029,UGV-1 von Teamleader Leiter,4
1030,UGV-1 von Teamleiter,4
1031,Nicht gerade,6
1032,UGV-2 von Teamleiter,4
1033,UGV-2 hört,5
1034,Für Sie kurze Lageinformation es gab einen Unglücksfall in dem länglichen Graphecs Gebäude Luftbildaufnahmen sagen dass es unstabil und unsicher für Personen ist,2
1035,Unsere Aufgabe erstellen einer Karte des Gebäudes,2
1036,Erstellen einer Lage einer Karte des länglichen Gebäudes verstanden,2
1037,Für Sie konkreter Auftrag Sie begeben sich zur nördlichen Gebäudekante und bewegen sich dann westwärts,1
1038,Das ist so korrekt,2
1039,UGV-1 von Teamleiter,4
1040,Teamleader von UAV operator kommen,4
1041,Teamleader,5
1042,Ja die 3D Karte ist in Arbeit Dauer für das Modell circa halbe Stunde,2
1043,in der Ar- in Arbeit,6
1044,komme wieder wenn Aufgabe beendet,2
1045,Das ist verstanden,7
1046,UGV-1 von Teamleiter,4
1047,Hier ist UGV-1,5
1048,Frage Standort,3
1049,Teamleiter von UGV-2,4
1050,Teamleiter,5
1051,Ich hab mal ein Foto gemacht,2
1052,das ist die Wand meines Erachtens in nördlicher Feuerlöscheinrichtung und Lagerteile an den Wänden der Regalen,2
1053,Bis jetzt ist das Foto noch nicht angekommen,2
1054,haben Sie auf Teilen geklickt?,3
1055,UGV-1 von Teamleiter,4
1056,Hier ist UGV-1,5
1057,Frage Ihr Standort immer noch mittig in der Halle oder inzwischen weiter in Richtung Westen,3
1058,Ja ist mittig in der Halle,2
1059,Ich habe hier eine Erkenntniss hier ist ein Feuerlöscher fehlt,2
1060,Bild kommt,2
1061,Das ist verstanden,7
1062,UGV-1 von Teamleiter,4
1063,Hier ist UGV-1,5
1064,Teilen Sie mir bitte auch mal ein Foto in ihrer Fahrtrichtung,1
1065,Ja kommt,7
1066,UGV-2 von Teamleiter,4
1067,Direction is correct,2
1068,UGV-1 von Teamleiter,4
1069,Hier ist UGV-1,5
1070,Haben Sie das Foto bereits geteilt?,3
1071,Bild müsste da sein ja,7
1072,Ja hier ist mal nichts,2
1073,dann liegt's an mir,2
1074,Dann mag es so sein,2
1075,UGV-2 von Teamleiter,4
1076,Hier UGV-2,5
1077,Haben Sie irgendwelche Anzeichen von Gebäudeschäden gefunden?,3
1078,Bisschen rissige Säulen aber es wird halten Überdimensionierung,2
1079,Ja das ist verstanden,2
1080,UGV-1 von Teamleiter,4
1081,UAV operator von Teamleiter,4
1082,Hier UAV operator,5
1083,Für sie Auftrag innerhalb des Gebäudes nach Hitze- und Rauchquellen suchen,1
1084,Sollten dabei Verletzte oder chemische Substanzen gesichtet werden ebenfalls bitte melden und auf der Karte markieren,1
1085,Ja zur Erkundung von Rauchquellen Personen,7
1086,Vor zur Information und Protektion oberhalb,2
1087,Ja das ist verstanden,2
1088,Sie kommt sehr leise über Funk,2
1089,Ja,2
1090,Jetzt hör ich dich besser,2
1091,UGV-2 von Teamleiter,4
1092,Hier UGV-2,5
1093,Für Sie Auftrag Sie sind mit Messgeräten zur Gasmessung ausgestattet alle 15 Minuten die Gaskonzentration messen,1
1094,Und desweiteren erkunden Sie die südliche Gebäudewand von ihrem Standort aus in westlicher Richtung,1
1095,Südliche Gebäudewand in westlicher Richtung kontrollieren,7
1096,Und alle 15 Minuten Gasdetektoren einschalten verstanden,7
1097,Zur Info ich hab keinen Kontakt zu meinem Roboter,2
1098,Ja das ist erst mal verstanden,2
1099,Hier ist UGV-1,4
1100,Sie suchen die nördliche Gebäudewand in westlicher Richtung ab,1
1101,In erster Linie suchen wir nach Verletzten,1
1102,Aber auch Hitzequellen Rauchquellen oder chemische Substanzen melden und auf der Karte markieren,1
1103,Gebäude nördliche Wand in westlicher Richtung absuchen nach Hitzequellen und vermissten Personen verstanden,7
1104,Ja ebenfalls auf Chemikalien achten Trader Fluorid und Trader Oxin müssten auch irgendwo sein,1
1105,Ja das ist okay ist verstanden,7
1106,Teamleader von UAV operator kommen,4
1107,Teamleiter,5
1108,Hier ist ein recht guter Überblick,2
1109,kommen,4
1110,von der Halle vielleicht hilft das zu,2
1111,Ich kann Sie nicht aufnehmen,2
1112,wiederholen,1
1113,Ja ich hab dir ein Bild geteilt mit einem recht guten Überblick über die Gebäudestruktur und die Halle,2
1114,vielleicht hilft es zu,2
1115,Ich gucke mir erst mal an,2
1116,Verbindung ist aber immer noch sehr schlecht,2
1117,Teamleader von UAV operator kommen,4
1118,Teamleader,5
1119,Zur Information eine Person im oberen Gebäudeteil identifiziert und ein Chemikalienfass,2
1120,UAV operator von Teamleader,4
1121,UAV operator,5
1122,Habt ihr den Standort geteilt?,3
1123,Ich hab weiter,2
1124,UAV operator von Teamleader,4
1125,Hier UAV operator,5
1126,Habt ihr neuen Status zum Standort der Person oder der Chemikalien?,3
1127,Ich krieg keinen Standort,2
1128,Ja ich habe da ich keine GPS Daten,2
1129,Muss ich kurz identifizieren wo ich bin ich versuche mich mal zu orientieren,2
1130,UGV-1 von Teamleader,4
1131,Vom Startpunkt entfernt,2
1132,Na ja das ist verstanden,2
1133,Sehen Sie den Victim der durch die Drohne eingegeben wurde?,3
1134,Auf eurem TDS müsste mittig der Halle eine Person eingetragen worden sein,2
1135,Viel zu weit entfernt,2
1136,Ja das ist verstanden,2
1137,Wenn Sie sich an der nördlichen Gebäudewand entlang nach Westen bewegen nehmen sie immer so den Victim als Ziel,1
1138,Ja die nördliche Wand kann ich gar nicht erreichen,0
1139,ich kann höchstens den UGV-2 folgen,2
1140,Der UGV-2 geht zur südlichen Gebäudewand das ist Ihnen bekannt,2
1141,Das ist mir bekannt,2
1142,Aber die nördliche Wand besaß kein Zugang,2
1143,Kannst du uns zur nördlichen Gebäudewand?,3
1144,Das ist verstanden,2
1145,dann folgen Sie den UGV-2,1
1146,Teamleader von UAV operator kommen,4
1147,Teamleader,5
1148,Ja ich hab dir die vermutliche Position die mögliche Position vom Opfer und dem Chemikalienfass geschickt,2
1149,Weiter kann ich die Aufschrift des Chemikalienfasses nicht identifizieren,2
1150,da die verletzte Person im Weg sitzt,2
1151,Über dem Zustand der Person keine weiteren Erkenntnisse zu bekommen,2
1152,Sven kommen,4
1153,Lena für Benno kommen,4
1154,ja der Operator 1 hört,5
1155,der Operator 2 hört,5
1156,UAV Operator hört,5
1157,ja folgende Lage: im Bereich zwischen den Hochöfen hat es eine Explosion gegeben,2
1158,Ursache ist unbekannt Rauchentwicklung vermutlich auch Feuer mehrere vermisste Personen Anzahl der vermissten Personen ist ebenfalls unbekannt,2
1159,unsere Aufgabe ist es halt Menschenrettung,2
1160,Frage zunächst wer hat den Roboter mit dem Arm?,3
1161,ja das ist der Sven Operator 2,2
1162,ja hab ich verstanden,2
1163,Sven Tom und Lena zur Kenntnis: der Angriffstrupp geht unter Atemschutz im Bereich zwischen den Hochöfen vor und erkundet zunächst,2
1164,ja ist verstanden,2
1165,ja Operator 2 hat verstanden,2
1166,UAV Operator verstanden,2
1167,so UAV one über den Benno kommen,4
1168,UAV Operator hört,5
1169,ja ich hätte gerne dass du mit dem Vogel da einmal über die Hochöfen fliegst nen Rundflug machstguckst ob du da irgendwelche Personen entdecken kannst,1
1170,von oben uns Fotos machst und guckst wo wir 'ne Rauchentwicklung haben und auch mit der Infrarot-Kamera,1
1171,ja das habe ich verstanden,7
1172,Operator 2 für Benno kommen,4
1173,ja Operator 2 hört Benno,5
1174,du hast den Roboter mit der Infrarot-Kamera ist das richtig?,3
1175,negativ ich hab den Roboter mit dem Arm dort ist keine Infrarot-Kamera vorne,0
1176,verstanden,2
1177,Operator 1 für Benno kommen,4
1178,ja der Operator 1 hört,5
1179,Auftrag für dich geradeaus die Treppe hochfahren 50 meter rein linksseitig dichte Rauchentwicklung,1
1180,dort mit dem Roboter hinfahren und mit der Menschensuche beginnen,1
1181,ja 50 meter geradeaus links rein und erkunde nach Menschen,7
1182,das ist korrekt,2
1183,Operator 1 für Benno,4
1184,hier der Operator 1,5
1185,mach mal bitte an den relevanten Punkten Fotos dass wir den hinterher nachvollziehen können,1
1186,ja ist verstanden ich mach hier Fotos,7
1187,Benno für UAV Operator,4
1188,Augenblick,6
1189,der Teamleader von Operator 1 kommen,4
1190,UAV 1 kommen,5
1191,ja ich hab gerade ein Foto geschossen hier sind zwei Treppen auf der linken Seite allerdings kein Angriffstrupp,2
1192,Rauchentwicklung weiter rechts,2
1193,Frage: zur Rauchentwicklung vorfahren?,3
1194,Augenblick,6
1195,Operator 1 für Teamleiter kommen,4
1196,ja hier Operator 1,5
1197,der Angriffstrupp steht an der Rauchentwicklung,2
1198,du sollst zur Rauchentwicklung fahren,1
1199,ja ich fahr zur Rauchentwicklung,7
1200,UAV Operator für Teamleader kommen,4
1201,Lena für Benno?,4
1202,Lena hört,5
1203,du hattest mich angesprochen?,3
1204,ja ich hätte jetzt einmal ein Luftbild von oben einmal eins zu Übersicht das schicke ich dir jetzt,2
1205,verstanden,2
1206,Operator 1 schickst du mir die Bilder auch einmal rüber die du gemacht hast?,1
1207,ja das erste Bild hab ich dir gerade schon gesch-,2
1208,Operator 1 schickst du mir das nochmal rüber,1
1209,ich habe nichts gekriegt hier,2
1210,ja ich schicke,7
1211,Teamleader vom Operator 1,4
1212,ich höre,5
1213,das Bild müsstest du schon haben,2
1214,ja verstanden,2
1215,hab kein Bild,2
1216,Teamleiter 1 für UAV Operator,4
1217,Operator 1 für Teamleader kommen,4
1218,hier Operator 1,5
1219,Frage: Standort Roboter?,3
1220,ist gerade die erste Treppe nach oben gefahren zur Rauchentwicklung ich erkunde dort im ersten Raum,2
1221,die linke Treppe oder die rechte Treppe auf dein'm Foto?,3
1222,die rechte Treppe wo die Rauchentwicklung zu sehen war,2
1223,das heißt du bist da rechts abgebogen in den Raum rein richtig?,3
1224,das ist richtig,7
1225,und da bin ich gerade am Anfangen,2
1226,ja - Auftrag war sich mit dem Angriffstrupp zu treffen zunächst,2
1227,ja Angriffstrupp war nicht vor Ort,2
1228,ja dann möchte ich dort eine Meldung haben,1
