UAV	hier ist die UAV	TurnAccept
TL	UAV von Einsatzleiter	TurnAssign
TL	hier Markus an alle Roboter	TurnTake
UGV-1	Teamleader von UGV-1 kommen	TurnAssign
TL	Bis jetzt ist das Foto noch nicht angekommen haben Sie auf Teilen geklickt?	Inform
UAV	Dirk hört	TurnAccept
TL	verstanden	Auto-positive
UGV-1	ja, jetzt nicht	TurnAccept
TL	UAV für Einsatzleitung	TurnAssign
TL	ja verstanden	Auto-positive
TL	ja, verstanden	Auto-positive
UGV-1	ich schike dir gleich Fotos	Promise
UGV-1	meine Einschätzung unter PA jederzeit möglich ja	Confirm
UAV	möglicherweise an dem Objekt sind noch mehrere Wärmequellen, ich kann's zur Zeit nicht genau sagen	Inform
TL	Thorsten hört Andreas kommt	TurnAccept
TL	zu allen Roboter mal kurz Stop	Request
TL	unsere Aufgabe ist es halt Menschenrettung	Inform
TL	höre	TurnAccept
TL	Das ist verstanden dann folgen Sie den UGV-2	Auto-positive
UGV-2	dafür müsstest du mal sagen, wo wir ungefähr sind, weil das können wir selber klar nicht feststellen	AddressRequest
TL	dieses grüne Fass - da ist der Rauch, korrekt?	CheckQuestion
UGV-2	Und alle 15 Minuten Gasdetektoren einschalten verstanden	AcceptRequest
TL	gibt es noch mehr Raum, der noch nicht abgesucht ist?	PropositionalQuestion
UGV-1	Einsatzleiter von UGV 1	TurnAssign
TL	UGV 2 von Einsatzleiter	TurnAssign
TL	hier Markus verstanden	Auto-positive
TL	ja	Auto-positive
TL	UGV 1, hast du schon ein Bild gemacht?	PropositionalQuestion
TL	ja, können weiter fahren	Answer
UAV	wir haben ein neues Live-Bild, neue Rauchentwicklung in dem hinteren Bereich	Inform
UGV-1	Ja ich prüf das ob ich da weiterkomme kommen	AcceptRequest
TL	Augenblick	Pausing
UGV-2	Teamleiter von UGV-2	TurnAssign
TL	Ja hier ist mal nichts dann liegt's an mir	Disagreement
UGV-1	wir haben hier einen Gefahrenzettel auf dem Behälter	Inform
TL	ja, verstanden	Auto-positive
UGV-1	ja Andreas kommen	TurnAccept
TL	bräuchte nur noch ein klareres Foto von der Person	Request
UGV-1	werde jetzt ein Foto davon machen und dir schicken	Offer
UGV-2	ich habe dir ein Foto geschickt von dem grünen Fass und wo ich mich jetzt gerade befinde	Inform
TL	Lena für Benno	TurnAssign
UGV-1	okay	Auto-positive
TL	Ja was willst du mir damit sagen?	Question
UGV-1	ja, wir können die Orientierung nehmen von dem ersten Fass von dem ersten Fass geht's ja die Treppe hoch, und da stand direkt das erste Fass und davon gesehen dann rechts	Inform
TL	Teamleader hört	TurnAccept
UGV-1	die rechte Treppe, wo die Rauchentwicklung zu sehen war	Answer
UAV	Und jetzt sind wir gelandet um den Akku zu tauschen	Inform
TL	Bitte mach mir mal ein Foto von deinem Standort kommen	Request
UGV-1	ja, die Punkte sind hier minimal, ich würde sagen zirka fünf bis zehn zentimeter im Durchmesser	Answer
UGV-1	Teamleader von UGV-1	TurnAssign
TL	UAV 1 habt ihr das Ziel erreicht?	PropositionalQuestion
UGV-1	ist gerade die erste Treppe nach oben gefahren zur Rauchentwicklung, ich erkunde dort im ersten Raum	Answer
UAV	ich hör' dich	TurnAccept
TL	verstanden	Auto-positive
UAV	die Drohne wird startbereit gemacht	Inform
TL	das ist verstanden	Auto-positive
TL	Andreas kommen	TurnAccept
UGV-2	ja, und das Fass, hast du gesagt, da soll ich dran vorbei fahren, ne?	Auto-positive
TL	ja, ihr hattet doch eben zwei Fässer ausgemacht, von oben, könnt ihr den UGV 2 dorthin lotsen?	Request
UAV	Einsatzleiter von UAV	TurnAssign
UGV-2	ne, ich bin vor diesem Hochofen der mehrere Bullaugen hat	Disconfirm
TL	die Roboter sollen alle zurückfahren und dann treffen wir uns hier	Instruct
TL	ja, habe verstanden	Auto-positive
TL	wiederhole am Treppenausgang blauer Kanister	Auto-positive
UAV	ich hab dir ein Bild geschickt von der Drohne aus der Luft mit Blickrichtung Westen	Inform
UGV-2	ja, Foto ist geteilt	Inform
TL	okay	Auto-positive
TL	Der UGV-2 geht zur südlichen Gebäudewand das ist Ihnen bekannt	Inform
UAV	Drohne landet wegen leerem Akku	Inform
UAV	wir sind mit der Drohne jetzt in der Luft und werden hinter das Gebäude fliegen	Offer
TL	ich höre	TurnAccept
UGV-2	negativ	Answer
TL	das ist gut	AcceptOffer
UGV-1	schicke dir nochmal ein Bild	Offer
UGV-1	ja ich fahre den Rettungskräften über meinen Angriffsweg entgegen und versuche sie zu lotsen	AcceptRequest
UGV-2	ja, Operator 2 hat verstanden	Auto-positive
UGV-1	ja, Frage: kommen meine Fotos an?	PropositionalQuestion
UGV-1	Einsatzleiter von UGV 1	TurnAssign
UGV-1	Frage sind diese Personen alle bei der liegenden Person?	PropositionalQuestion
TL	die Rauchentwicklung, die das UAV gemeldet hat, könnt ihr da näher erkunden, inwiefern wir da noch mit Kräften vorgehen können?	Request
UGV-2	UGV 2 hört	TurnAccept
UGV-1	ich wäre soweit einsatzbereit	Inform
UAV	es handelt sich um drei Personen die nebeneinander stehen	Answer
UGV-1	Teamleader von UGV 1	TurnAccept
TL	Dann Foto machen	Request
TL	Dirk kommen	TurnAccept
UAV	das ist korrekt	Allo-positive
TL	hier Markus kommen	TurnAccept
TL	hast du von der Fo- Person ein Foto gemacht und mir geschickt?	PropositionalQuestion
UAV	verstanden	Auto-positive
UGV-1	um diesen beiden Fässern und dem Kanister ist kein Anschein von irgend einer Leckageaber erneut nochmal versuchen muss	Answer
TL	sieht man irgendwo eine Leckage in der Nähe des Fasses?	PropositionalQuestion
UGV-1	ja, verstanden	Auto-positive
UGV-1	Teamleader von UGV-1	TurnAssign
UAV	UAV hört	TurnAccept
UGV-1	wenn du das Foto von dem Fass siehst, siehst du im hinteren Bereich, hinter dem Fass die Bullaugen des Hochofens	Inform
UGV-1	ich bin jetzt einen Weg bis zum Ende weitergefahren und dann gehe ich linker Handregel weiter	Inform
TL	UGV 2 von Teamleader	TurnAssign
UGV-1	ja, hier ist der UGV 1 von Teamleader	TurnAssign
UAV	UAV hört	TurnAccept
UGV-1	ja, das ist verstanden	AcceptRequest
UGV-1	Hier ist UGV-1	TurnAccept
UAV	Benno für Lena	TurnAssign
TL	ich höre	TurnAccept
TL	Teamleader	TurnAccept
UAV	Muss ich kurz identifizieren wo ich bin ich versuche mich mal zu orientieren	Inform
TL	Ja okay verstanden	Auto-positive
UAV	Lena hört	TurnAccept
UGV-1	UGV 1 hört	TurnAccept
TL	ich höre	TurnAccept
TL	verstanden	Auto-positive
TL	ja das ist verstanden	Auto-positive
TL	Operator 1, schickst du mir die Bilder auch einmal rüber, die du gemacht hast?	Request
UAV	Thorsten für Dirk kommen	TurnAssign
TL	UGV 1 von Einsatzleiter, kommen	TurnAssign
UGV-1	Einsatzleiter von UGV 1	TurnAssign
TL	kannst du dich denn noch bewegen?	PropositionalQuestion
UGV-1	ich habe dir ebenfalls Bilder von drei Personen die aufeinander stehen rübergeschickt	Inform
UAV	ja, ich versuch, dir nochmal ein besseres Bild zu liefern	Promise
TL	ich höre	TurnAccept
TL	Sollten dabei Verletzte oder chemische Substanzen gesichtet werden ebenfalls bitte melden und auf der Karte markieren	Instruct
TL	ja danke	AcceptSuggestion
UGV-1	ja, es handelt sich um einen blauen Kanister, der aufrecht steht, verschlossen ist mit dem Inhalt Otalin ich hab ein Foto gemacht und schick's dir	Inform
UGV-1	ja habe die Rettungstrupps zum Standort der vermissten Person gebracht	Inform
UGV-1	ich hab dir ein'n Schnappschuss erstellt, kannst du mal gucken, ob dir das recht ist, auf dieser Ebene zu suchen? das wäre jetzt der Blick in den westlichen Teil der Halle	Inform
TL	dann bitte mal eins gerade vorweg	Request
TL	UGV 1 von Einsatzleiter	TurnAssign
UGV-1	ja, ich hab die brennenden Punkte gefunden	TurnAccept
UAV	ne, leider immer noch nicht, es regnet zu sehr	Disconfirm
UAV	Einsatzleiter von UAV-Drohne	TurnAssign
TL	wie weit ist das von dem Treppenabsatz denn entfernt?	SetQuestion
UGV-1	eine Person liegend am Boden gefunden erstes OG bei der Brandentwicklung	Inform
UAV	Wir haben weitere Fotos von der Rauchentwickung direkt an der Startposition am Eingang	Inform
TL	Sven, kommen	TurnAssign
UGV-1	Weiter keine Feststellung rechts ist der Feuerlöscher	Inform
UGV-1	ganz genau	Confirm
UAV	der eine Ort, das sind zwei kleine Stellen, das ist unter dem Fass, was ich gerade schon mal geschickt habe, und rechts davon siehst du auch da im Bild sehr deutlich, 'ne Wärmesignatur, die etwas größer ist	Inform
TL	ja, verstanden	Auto-positive
TL	hier Markus an alle Operator	TurnTake
UAV	UAV Operator, verstanden	Auto-positive
UAV	Thorsten für Dirk kommen	TurnAssign
UGV-1	Ja ich denke so 5-6 meter weiter bin ich noch nicht gekommen kommen	Answer
UAV	UGV 1 von UAV	TurnAssign
TL	in östlicher Richtung sollte das Gelände soweit abgesucht sein, denke ich?	CheckQuestion
TL	warten	Pausing
UGV-2	auf dem Weg zu der Tonne mit der Flasche obendrauf, da befinde ich mich gerade	Inform
TL	hört	TurnAccept
UGV-2	Du müsstest ein Bild gekriegt haben ASA 352 müsste rechts von mir von meiner Position auf dem Bild sein	Inform
TL	Ja ich gucke	AcceptSuggestion
TL	ja ich komme sofort wieder	Confirm
UGV-1	ich komm'	TurnAccept
UGV-2	Andreas von Daniel	TurnAssign
UAV	Lena hört	TurnAccept
TL	fliegt ihr in westlicher Richtung über dem eigentlichen Gelände und schickt mir dann mal ein Bild?	Request
TL	Andreas Andreas von Markus kommen	TurnAssign
UGV-2	Die erste Probenahme ist beendet das zweite Paket hängt in der Place pose über der Box	Answer
UAV	Der UAV Pilot berichtet von Rauch der aus der Halle kommt	Inform
TL	Thorsten hört Dirk kommt	TurnAccept
TL	kann man da irgendwo was sehen? sehen wo es ein drittes Fass im Umlauf liegen könnte	Question
UAV	ich hab dir ein Bild von der Wärmebild-Kamera geschickt	Inform
TL	UGV-1 von Teamleiter	TurnAssign
UGV-1	UGV-1	TurnAccept
TL	fahr zu dem grünen Fass und erkunde um dieses grüne Fass herum, warum es da raucht	Request
TL	UAV von Einsatzleiter, kommen	TurnAssign
UGV-2	Roboter 2 hört	TurnAccept
UGV-2	ja, ich bin jetzt wieder im Außenbereich	Answer
TL	dann bewegt ihr euch einmal in östlicher Richtung?	Request
TL	UGV-2 für Einsatzleiter	TurnAssign
UGV-1	nähere mich der Rauchquelle	Inform
UGV-1	UAV von UGV 1, kommen	TurnAssign
UGV-2	UGV 2 hört	TurnAccept
UGV-1	Habe aber hier extrem schlechte Sicht aufgrund von reflektierendem Licht kommen	Inform
UGV-1	kommen Sie	TurnAccept
TL	gut	Auto-positive
UGV-2	ja, ich UGV 2	TurnAccept
TL	Frage gerade: aktueller Standort?	Question
UGV-2	UGV-2 hört	TurnAccept
TL	UGV-1 für Einsatzleiter	TurnTake
TL	Ja verstanden	Auto-positive
UAV	ja, das habe ich verstanden	AcceptRequest
UAV	Benno für Lena	TurnAssign
UGV-1	Teamleader von Roboter 1 kommen	TurnAssign
UGV-1	keine Gefahr	Inform
TL	ja, verstanden	AcceptOffer
TL	Fahr trotzdem erst mal in die Richtung	AcceptOffer
TL	Ja verstanden	Auto-positive
TL	ja, dann möchte ich dort eine Meldung haben, dann kümmere ich mich darum	Request
TL	Operator 1 für Teamleiter, kommen	TurnAssign
TL	Das heißt du kannst im Moment gar nichts machen?	CheckQuestion
TL	UGV 1 von Einsatzleiter	TurnAssign
UGV-1	nein	Disconfirm
TL	UGV 2 von Einsatzleiter	TurnAssign
UGV-2	ja, warten	Pausing
TL	ja, verstanden	Auto-positive
UGV-1	ja, Angriffstrupp war nicht vor Ort	Disagreement
TL	beide Fässer sind noch nicht beschädigt	Auto-positive
TL	Teamleader hört	TurnAccept
UAV	die Rauchentwicklung kommt neben dem Hochofen zustande	Inform
TL	dann bitte weiter suchen	Request
UGV-1	ja, ich schicke	AcceptRequest
UGV-1	ja, es gibt Treppen	Confirm
UGV-1	Foto ist versandt	Inform
UGV-1	Teamleader von Operator 1	TurnAssign
UGV-1	ja, ich hab jetzt das Fass einmal umkreist kann auf dem Fass zwei Gefahrensymbole identifizieren, einmal rot mit Flamme, brennbar und einmal umweltgefährdend	Inform
TL	Ja ebenfalls auf Chemikalien achten Trader Fluorid und Trader Oxin müssten auch irgendwo sein	Instruct
TL	Ich sehe dass die Fotos geadded wurden ich seh sie noch nicht auf der Karte	Inform
TL	Operator 2 für Teamleader, kommen	TurnAssign
TL	Unsere Aufgabe erstellen einer Karte des Gebäudes	Inform
UGV-1	Einsatzleiter von UGV 1, kommen	TurnAssign
TL	ja, verstanden	Auto-positive
TL	ja, fahren Sie wieder zurück ins Untergeschoss	Request
UGV-1	hab dir ein Foto geschickt und werde mich dem jetzt nähern	Inform
UAV	ja, wir suchen nach Brandnestern mittels Wärmebild-Kamera oder Infrarot-Kamera	AcceptRequest
TL	ich höre	TurnAccept
UGV-1	Teamleader von UGV-1 kommen	TurnAssign
TL	UGV 2 von Teamleader, kommen	TurnAssign
UGV-1	der Teamleader von Operator 1, kommen	TurnAssign
UGV-1	Einsatzleiter von UGV 1, kommen	TurnAssign
UAV	ja, wir brauchen noch einen Augenblick, tauschen eben die Kameras	Inform
UGV-2	ja, verstanden	Auto-positive
TL	seht ihr die drei Hochbehälter?	PropositionalQuestion
UGV-1	Roboter 1 hat verstanden Übungsende	Auto-positive
TL	Verstanden	Auto-positive
UAV	ja	Interaction Structuring
TL	Frage: könnt ihr aus eurer Position den UGV 1 sehen?	PropositionalQuestion
UGV-2	UGV 2 hört	TurnAccept
UAV	also - die Person müsste hinter dem großen Hochofen auf dem freien Weg sein	Inform
TL	sind wir da gleich dass wir jetzt zwei Personen gefunden haben oder Bilder von zwei unterschiedlichen Personen haben?	PropositionalQuestion
UGV-1	Bild kommt	Promise
UAV	genau in der Mitte davon, also bei den grünen, da kommt der Qualm her	Inform
UGV-1	ja, hier Operator 1	TurnAccept
TL	Auf eurem TDS müsste mittig der Halle eine Person eingetragen worden sein	Inform
TL	UGV-1 von Teamleiter	TurnAssign
UGV-1	ich schicke dir auch gleich nochmal ein Bild mit der Thermal-Kamera	Offer
TL	kann man die Temperatur von dem Fass messen?	PropositionalQuestion
UGV-1	da siehst du im hinteren Bereich des des Fasses auch die Öffnung die Bullaugen des Hochofens, also können wir uns daran orientieren	Inform
TL	ja, verstanden	Auto-positive
UGV-1	Frage die drei gehfähigen Personen wurden aus der Luft erkannt ist das richtig?	CheckQuestion
UGV-1	ich höre	TurnAccept
UGV-2	UGV-2	TurnAccept
UGV-1	Andreas verstanden	Auto-positive
UAV	Thorsten für Dirk kommen	TurnAssign
TL	gibt es irgendwelche Erkenntnisse zur Personensuche?	Question
UGV-2	Ich versuch das mal	AcceptRequest
UGV-2	UGV 2 hört	TurnAccept
UGV-2	Teamleader von Operator 2, kommen	TurnAssign
UGV-1	ja, verstanden	Auto-positive
UGV-1	ja verstanden zwei bis drei Vermisste	Auto-positive
TL	Operator 1 für Benno, kommen	TurnAssign
UGV-1	ich habe jetzt hinter dem ersten Hochofen in östlicher Richtung einen weiteren Behälter gefunden	Inform
TL	ja ich werte gerade die Bilder aus kommen	Promise
TL	ja, verstanden	AcceptOffer
UGV-1	Hier ist UGV-1	TurnAccept
TL	den Suchbeginn bitte mitteilen	Request
UAV	UAV hört	TurnAccept
UGV-2	ja, mache ich	AcceptRequest
UAV	Teamleader von UAV, kommen	TurnAssign
TL	Frage: hast du ein Foto von dem grünen Fass gemacht?	PropositionalQuestion
UGV-2	Einsatzleiter von UGV 2, kommen	TurnAssign
TL	Wie ist jetzt dein Status	Question
TL	Teamleader	TurnAccept
UAV	ja die ist immer noch in der Luft	Confirm
UAV	das zweite war eine Wärmesignatur, die ist genau in ähnlicher Position, wo sich das UAV gerade befindet - das U- das erdgebundene Fahrzeug	Inform
TL	Höre	TurnAccept
TL	UGV 1 von Einsatzleiter	TurnAssign
UGV-1	ich wollte jetzt mit dem UGV 1 nach oben ins Obergeschoss versuchen weil da wollte der Tim hin und konnte nicht weiter erkunden, wenn das okay ist	Offer
UGV-2	Teamleiter von UGV-2	TurnAssign
UGV-1	UGV 1 hört	TurnAccept
UAV	UAV hört	TurnAccept
UAV	Hier UAV operator	TurnAccept
TL	Teamleader hört	TurnAccept
UGV-1	die westliche Richtungserkundung auf dieser Ebene?	Question
TL	Teamleader hört kommen	TurnAccept
UGV-2	UGV-2 hört dich auch	TurnAccept
TL	UGV 2 von Teamleader, kommen	TurnAssign
UAV	hier ist Dirk	TurnAccept
UGV-2	Roboter 2 hat verstanden	AcceptRequest
UGV-1	ich höre dich	TurnAccept
UAV	ja, das habe ich verstanden	AcceptRequest
UGV-1	hier Operator 1	TurnAccept
UGV-2	Teamleader von UGV 2	TurnAssign
UGV-1	Teamleader von UGV-1 kommen	TurnAssign
TL	ja	TurnAccept
TL	baldmöglich erstes Bildmaterial senden	Request
UGV-1	bis dato noch nicht	Disconfirm
TL	Lena für Benno	TurnAssign
UAV	UAV ist wieder einsatzbereit	Inform
TL	Bleib mal gerade an der Position wir starten dich noch gerade neu	Request
UGV-2	Sicht ist relativ schlecht das blendet stark	Inform
UAV	ich hab dir nochmal ein Bild ein herangezoomtes Bild geschickt, wo der Qualm besser zu sehen ist, aber keine Personen gefunden, von dieser Position aus	Inform
UAV	ja, ist verstanden	Confirm
TL	hier Markus verstanden	Auto-positive
TL	UGV-2 von Teamleiter	TurnAssign
TL	Nimm doch mal bitte einen Rundblick	Request
TL	ja richtig	Allo-positive
TL	auf welchem Bild jetzt auf einem Wärmebild oder auf einem richtigen Foto?	ChoiceQuestion
TL	ja, verstanden	Auto-positive
UGV-2	Teamleiter von UGV-2	TurnAssign
TL	Verbindung ist aber immer noch sehr schlecht	Inform
UGV-1	ich fahr mal näher ran und erkunde	AddressRequest
TL	UGV 1, UGV 2 seid ihr startklar?	PropositionalQuestion
UAV	ich hab dir - oder ich schick dir gleich nochmal ein Bild rüber, du siehst auf der Rückseite definitiv zwei Orte, wo sich noch Glutnester befinden	Offer
TL	Thorsten hört kommen	TurnAccept
TL	UGV-1 von Teamleiter	TurnAssign
UGV-1	Ja im letzten Foto das ich geteilt habe ich versucht die Probenentnahme zu fotografieren kommen	Inform
UGV-2	ja, ich hab ein grünes Fass ausgemacht, und Rauch	Inform
TL	ja	Auto-positive
TL	UAV von Einsatzleiter	TurnAssign
TL	nächster Auftrag weitere Personensuche	Request
TL	Jetzt neuer Bericht von Gasgeruch in der Mitte des Gebäudes	Inform
UAV	ja, ich guck mal gleich wieder	Confirm
UAV	auf der Etage wo die Personen gefunden wurden befindet sich ein 200-Liter-Gefahrstoffbehälter Kennzeichnung umweltgefährdend	Inform
TL	hört	TurnAccept
TL	Ja ich guck's mir an	Promise
TL	okay	Auto-positive
TL	warten	Pausing
TL	ich höre	TurnAccept
UGV-1	UGV 1, verstanden	Auto-positive
TL	ja, verstanden	Auto-positive
TL	ist das der, der von dir weiter entfernt ist?	PropositionalQuestion
TL	hier Markus verstanden	Auto-positive
TL	du hattest mich angesprochen?	TurnAssign
TL	ja, wie groß sind die brennenden Punkte, oder die Brandherde, was ist an Kräften erforderlich?	Question
TL	ja, verstanden	Auto-positive
TL	Sie suchen die nördliche Gebäudewand in westlicher Richtung ab	Request
TL	Verstanden	Auto-positive
TL	Kannst du mir mal grob deine Position auf der Karte durchgeben?	Request
TL	aber sehr vorsichtig beim Vorgehen	Request
UGV-1	ja, ich komme nicht weiter höher ins Obergeschoss ohne dass ich eine Absperrung durchfahre	Inform
TL	hat zwar alles hier eine andere Farbe aber das Fass selber ist grün	Inform
TL	UGV-1 von Teamleiter	TurnAssign
TL	hört	TurnAccept
TL	Ja verstanden	Auto-positive
TL	UGV 1, kommen	TurnAccept
UAV	hier ist die UAV	TurnAccept
UGV-1	ja, Einsatzleiter von UGV 1, kommen	TurnAssign
UGV-2	ja, es geht weiter	Inform
UGV-1	Einsatzleiter von UAV 1	TurnAssign
UGV-1	Rechtseitig ein blaues Fass mit ner undefinierten Aufschrift gefunden	Inform
UGV-2	das müsste irgendwo im westlichen Bereich sein	Inform
TL	Du machst mir jetzt ein Foto dann gucken wir	Request
UAV	Ich habe ein Übersicht ein Übersichtsfoto geshared von ungefähr der Position Tango ASA 352	Inform
TL	wenn du jetzt startest, den Hochofen, der von euch weiter weg ist - von dort aus hätte ich gerne Bilder aus der Mitte zwischen den Hochöfen	Request
TL	Das ist so korrekt	Inform
UGV-1	Teamleader von UGV 1	TurnTake
UAV	welcher Gebäudeteil soll umflogen werden?	SetQuestion
TL	die Drohne ist auch einsatzbereit?	PropositionalQuestion
TL	und dort finden Sie Rettungskräfte die Orientierungsprobleme haben um an die verunfallte Person zu gelangen kommen	Inform
UGV-2	Daniel hat verstanden	Auto-positive
UAV	Personensuche aus der Luft mittels Wärmebildkamera verstanden	AcceptRequest
TL	UGV-1 von Teamleader Leiter	TurnAssign
UAV	die Drohne fliegt	Inform
TL	Ihr könnt also Fotos schicken ich sehe auch eure Position live	Inform
UGV-1	Teamleader, UGV 1	TurnAssign
TL	ja, richtig	TurnTake
UGV-2	Daniel hört	TurnAccept
UAV	Einsatzleiter von UAV	TurnAssign
TL	ich werte das Bild aus	Promise
UGV-2	ja, wie so 'ne Stahltreppe halt aussieht, ne biegt erst mal einer nach oben weiter konnte ich nicht sehen, weil meine Kamera nicht höher ge-	Inform
TL	Hey ja	Confirm
UGV-2	UGV-2 hört dich	TurnAccept
UGV-1	ja, 50 meter geradeaus, links rein und erkunde nach Menschen	AcceptRequest
TL	Operator 1 für Teamleader, kommen	TurnAssign
TL	Operator 2 für Teamleader, kommen	TurnAssign
UAV	Teamleader von UAV operator kommen	TurnAssign
TL	wie sieht's bei euch aus, geht gar nichts mehr, oder seid ihr wieder im Spiel?	ChoiceQuestion
UAV	ja, ist negativ	DeclineRequest
UAV	Aber du wirst keine Updates kriegen	Inform
UAV	ja, ist verstanden	Auto-positive
UGV-1	da, das ist korrekt	Allo-positive
TL	gab es Möglichkeiten eine Etage weiter nach oben zu kommen?	PropositionalQuestion
TL	warte, ich muss eben erst gucken	AddressOffer
UGV-2	UGV-2 hört	TurnAccept
TL	Teamleader hört	TurnAccept
UAV	UAV auch verstanden	Auto-positive
UGV-2	ich bin gerade dabei, einfach schon mal Richtung den Weg zu kommen, wo der Operator 1 lang gefahren ist	Answer
TL	ja, ich höre	TurnAccept
TL	Haben Sie das Foto bereits geteilt?	PropositionalQuestion
TL	ja, richtig	Confirm
TL	Und weiter mappen	Request
TL	ja, verstanden	Auto-positive
UGV-1	Einsatzleiter von UGV 1	TurnAssign
TL	ja, macht ihr mal	AcceptOffer
TL	also gehfähige Personen im Gefahrenbereich?	CheckQuestion
TL	hab verstanden	Auto-positive
UAV	so machen wir das	AcceptRequest
TL	ja verstanden	Auto-positive
UGV-2	ja, von meiner jetztigen Position aus ist quasi aus der Halle raus kein Rauch und keine Gefahren zu erkennen	Inform
TL	verstanden	Auto-positive
TL	wo ist dein Standort im Moment?	SetQuestion
TL	Operator 1 für Teamleader, kommen	TurnAssign
TL	UAV für Einsatzleitung kommen	TurnAssign
TL	ja, bleib mal da, wo du jetzt bist	Request
TL	UAV Drohne	TurnAssign
UAV	Verstanden	AcceptRequest
UGV-1	Teamleader von UGV-1 kommen	TurnAssign
UAV	Thorsten für Dirk	TurnAssign
TL	also es handelt sich um eine Person richtig?	CheckQuestion
UAV	Das letzte Foto das ich geshared habe?	CheckQuestion
UGV-1	ja, ich hab das Fass jetzt gedreht, man kann jetzt die Signatur des Fasses erkennen Gefahrzettel	Inform
UGV-2	bin auf dem Treppenabsatz aber weiter links gelegen	Answer
TL	ich höre	TurnAccept
UGV-1	Hier ist UGV-1	TurnAccept
UGV-1	reichen dir die Bilder? dann würde ich die Erkundung auf dieser Ebene weiter fortsetzen	PropositionalQuestion
TL	verstanden	Auto-positive
TL	Negativ	DeclineOffer
TL	der Angriffstrupp musste raus, der hatt' keine Luft mehr, den Raum weiter erkunden	Inform
TL	Dirk kommen	TurnAccept
TL	Höre	TurnAccept
TL	ja, richtig	AcceptOffer
UGV-2	so, der Benno für Operator 2, kommen	TurnAssign
UAV	ist das ein Foto von mir?	PropositionalQuestion
TL	Andreas kommen	TurnAccept
TL	Roboter 1 und Roboter 2 ich habe hier zwei Fotos, auf einem Foto ist ein Wärmebild da kann sich eine am Boden liegende Person befinden	Inform
TL	ja, verstanden	Auto-positive
UAV	also keine Suche nach Vermissten mehr?	AddressRequest
TL	Andreas kommen	TurnAccept
UGV-1	hier Andreas kommen	TurnAccept
UGV-2	immer noch nicht klar	Answer
TL	ja verstanden	Auto-positive
UAV	ja, wir gucken jetzt gerade aus nördlicher Richtung, oder auf den Hochofen, ja	Confirm
UAV	Aber wir werden's mal versuchen	Offer
UGV-1	ja, ich hab dir jetzt erneut das Foto geschickt	Inform
UGV-2	Teamleader von UGV 2	TurnAssign
TL	Kannst du mal abschätzen wie weit du bis jetzt gefahren bist?	Request
TL	Frage Ihr Standort immer noch mittig in der Halle oder inzwischen weiter in Richtung Westen	ChoiceQuestion
TL	Ja verstanden	Auto-positive
TL	negativ	DeclineOffer
TL	Höre	TurnAccept
TL	ja, verstanden	Auto-positive
UGV-1	Teamleader von UGV 1	TurnTake
UAV	wir steigen nochmal auf und gucken uns das nochmal an	Offer
UGV-2	es gab einmal eine Treppe, da stand 'n Schild kein Durchgang, dann bin ich natürlich nicht hochgefahren	Inform
TL	ja, verstanden	Auto-positive
UAV	Einsatzleiter von UAV	TurnAssign
TL	neuer Auftrag ist: Akku tauschen, damit die Drohne wieder fliegen kann	Request
TL	Wo ist gerade dein Standort?	SetQuestion
UAV	wir haben auch gerade mal zwei Bilder gemacht	Inform
TL	ist das der Mensch, der da an einem Pfeiler hockt?	PropositionalQuestion
TL	ja, verstanden	AcceptOffer
UAV	Teamleiter von UAV	TurnAssign
TL	kann man es denn manuell nicht beheben?	PropositionalQuestion
TL	UGV-1 für Einsatzleiter	TurnAssign
UGV-2	Einsatzleiter von UGV 2	TurnAssign
UGV-1	UGV 1 hört	TurnAccept
TL	ich höre	TurnAccept
UGV-2	in dem Bereich befinde ich mich	Inform
UAV	also, aufgrund der Wetterlage wäre jetzt ein Inspektionsflug möglich	Inform
TL	ja, dann könnt ihr direkt mal erkunden wie aus der Position, wo UGV zw- eins sich momentan befindet, das andere Fass zu sehen war	Request
UAV	ich habe jetzt bei der zweiten Person auch eventuell Rauch gefunden	Inform
TL	Höre	TurnAccept
TL	Gut das heißt du kannst dich jetzt ja gar nicht bewegen?	Auto-positive
UGV-2	ja, Foto kommt	AcceptRequest
UGV-1	Tim, bist du so 'nen Gang entlang gefahren?	PropositionalQuestion
TL	Lena, dann flieg mal mit deinem Fluggerät da weiter ja, weiter nach rechts, würde ich jetzt erst mal sagen, was immer auch rechts sein mag so wie du jetzt guckst quasi in deiner Position in Richtung deiner Position	Instruct
UGV-2	Ja ist verstanden	AcceptRequest
UAV	wir müssen gerade den Akku tauschen	AddressRequest
TL	ich höre	TurnAccept
UGV-1	müsste ein blauer Kanister sein	Inform
TL	Ja verstanden dann für euch Ende der Mission	Auto-positive
UGV-1	Ich habe hier eine Erkenntniss hier ist ein Feuerlöscher fehlt	Inform
TL	Das ist verstanden	Auto-positive
UAV	ja, das habe ich verstanden	Auto-positive
UAV	das ist verstanden wir schalten um auf Wärmebild und gucken	AcceptRequest
TL	Konntest du schon mal was erkennen sind die Behälter dicht oder undicht?	Question
UAV	das hab ich auch verstanden	AcceptRequest
TL	Und konntest du irgendwelche Markierungen darauf erkennen oder Schilder?	Request
TL	Für Sie Auftrag Sie sind mit Messgeräten zur Gasmessung ausgestattet alle 15 Minuten die Gaskonzentration messen	Request
